#IID	SEX	uncorrected	lat	long	PC	Tvec_Lat	Tvec_Long
HGDP01387		-106.079193087043	-107.084593696512	-7.20830283690555	0.897610796964828	-3.78709677419355	25.4838709677419
HGDP01388		-161.803272213172	-163.787594506983	7.48783565189182	0.808953523415994	-3.78709677419355	25.4838709677419
HGDP01396		-123.696222739803	-108.644882712067	6.75613169795436	1.94023876224108	-3.78709677419355	25.4838709677419
HGDP01397		-236.65182146407	-227.258509635003	11.1909969394306	0.924075008562641	-3.78709677419355	25.4838709677419
HGDP01398		-104.218133612182	-101.073836364151	-1.20951007695736	4.14782650711316	-3.78709677419355	25.4838709677419
HGDP01399		-95.1366112652068	-99.5231663263393	1.4772004593415	4.50132144477179	-3.78709677419355	25.4838709677419
HGDP01400		-126.346832294034	-127.979071473294	-2.25715095634541	-4.21506573856567	-3.78709677419355	25.4838709677419
HGDP01401		-96.8922250490296	-96.7532316764012	9.84610588793246	5.43545452172543	-3.78709677419355	25.4838709677419
HGDP01402		-104.805040579403	-84.8485198437382	0.530719304969606	2.62764629810512	-3.78709677419355	25.4838709677419
HGDP01403		-85.7647985082264	-61.407655292211	5.72419968926138	1.92767775951066	-3.78709677419355	25.4838709677419
HGDP01404		-187.350177059075	-180.576430114383	17.5021694226906	11.0066417806604	-3.78709677419355	25.4838709677419
